HOG	OG	Gene Tree Parent Clade	alpc	cambac	camdro	camfer	guanc	llama	vicgn
N3.HOG0000151	OG0000027	n36	rna-XM_031676273.1	rna-XM_010954280.1	rna-XM_010997761.2	rna-XM_032465564.1	rna-XM_031676273.1	rna-XM_031676273.1	rna-XM_031676273.1
N3.HOG0000152	OG0000027	n42	"rna-XM_006206473.2, rna-XM_031676470.1"	"rna-XM_010954281.1, rna-XM_010954279.1"	"rna-XM_010999189.2, rna-XM_010997760.2"	"rna-XM_006179385.2, rna-XM_014554781.2"	"rna-XM_006206473.2, rna-XM_031676470.1"	"rna-XM_006206473.2, rna-XM_031676470.1"	rna-XM_006206473.2
N3.HOG0000153	OG0000028	n37	rna-XM_006215134.3	rna-XM_010946012.1	rna-XM_031449623.1	rna-XM_032477602.1	rna-XM_006215134.3	rna-XM_006215134.3	"rna-XM_006215134.3, rna-XM_006219761.3"
N3.HOG0000154	OG0000028	n44	rna-XM_006219761.3	"rna-XM_010946014.1, rna-XM_010946048.1"	"rna-XM_031449622.1, rna-XM_031449582.1"	"rna-XM_006180370.3, rna-XM_006172476.2, rna-XM_032477600.1, rna-XM_032477601.1, rna-XM_032477605.1, rna-XM_032477606.1"	rna-XM_006219761.3	rna-XM_006219761.3	
N3.HOG0000155	OG0000029	n2	"rna-XM_006219948.3, rna-XM_031672493.1"				"rna-XM_031672493.1, rna-XM_006219948.3"	"rna-XM_031672493.1, rna-XM_006219948.3"	"rna-XM_031672493.1, rna-XM_006219948.3"
N3.HOG0000156	OG0000029	n10							rna-XM_031672487.1
N3.HOG0000157	OG0000029	n34	"rna-XM_031672492.1, rna-XM_015252746.2"	"rna-XM_010961869.1, rna-XM_010961881.1, rna-XM_010961878.1"	"rna-XM_031459245.1, rna-XM_031459247.1, rna-XM_031457241.1"	"rna-XM_032487746.1, rna-XM_032487693.1, rna-XM_032487751.1"	"rna-XM_031672492.1, rna-XM_015252746.2"	"rna-XM_031672492.1, rna-XM_015252746.2"	"rna-XM_031672492.1, rna-XM_015252746.2"
N3.HOG0000158	OG0000029	n50	rna-XM_031672487.1	rna-XM_010961877.1	rna-XM_031459246.1	rna-XM_032487930.1	rna-XM_031672488.1	rna-XM_031672486.1	
N3.HOG0000159	OG0000031	n14	rna-XM_031684342.1	rna-XM_010949859.1	rna-XM_031465247.1	rna-XM_032494413.1	rna-XM_006200549.3	rna-XM_031684342.1	rna-XM_031684342.1
N3.HOG0000160	OG0000031	n21	rna-XM_006200588.3				rna-XM_006200588.3	rna-XM_006200588.3	rna-XM_006200588.3
N3.HOG0000161	OG0000031	n26	rna-XM_031684341.1	rna-XM_010949849.1	rna-XM_031465241.1	rna-XM_032494407.1	rna-XM_031684341.1	rna-XM_006200587.3	rna-XM_006200587.3
N3.HOG0000162	OG0000031	n32	"rna-XM_031684117.1, rna-XM_015236054.2"	"rna-XM_010950063.1, rna-XM_010949884.1"	"rna-XM_031465575.1, rna-XM_031465239.1"	"rna-XM_032494404.1, rna-XM_032494402.1"	"rna-XM_031684117.1, rna-XM_015236054.2"	rna-XM_015236054.2	"rna-XM_031684117.1, rna-XM_015236054.2"
N3.HOG0000163	OG0000031	n44	"rna-XM_006200589.3, rna-XM_031684344.1"	rna-XM_010949871.1	rna-XM_031465244.1	rna-XM_032494409.1	"rna-XM_006200589.3, rna-XM_031684344.1"	"rna-XM_006200589.3, rna-XM_031684344.1"	"rna-XM_006200589.3, rna-XM_031684344.1"
N3.HOG0000164	OG0000032	n4	rna-XM_031673497.1				rna-XM_031673497.1	rna-XM_031673497.1	rna-XM_031673497.1
N3.HOG0000165	OG0000032	n8	rna-XM_031691932.1				rna-XM_031691930.1	rna-XM_031691930.1	
N3.HOG0000166	OG0000032	n11	rna-XM_031676556.1						rna-XM_031676556.1
N3.HOG0000167	OG0000032	n16	"rna-XM_031686960.1, rna-XM_031670855.1, rna-XM_031675336.1"		rna-XM_031445892.1		"rna-XM_031686960.1, rna-XM_031670855.1, rna-XM_031675336.1"	"rna-XM_031686960.1, rna-XM_031670855.1, rna-XM_031675336.1"	"rna-XM_031676552.1, rna-XM_031686960.1, rna-XM_031675336.1"
N3.HOG0000168	OG0000032	n28			rna-XM_031446998.1				rna-XM_031670548.1
N3.HOG0000169	OG0000032	n31	"rna-XM_031670548.1, rna-XM_031672391.1"			rna-XM_032464834.1	rna-XM_031672391.1		
N3.HOG0000170	OG0000032	n34	rna-XM_031686950.1			rna-XM_032470827.1	rna-XM_031686950.1	rna-XM_031672391.1	
N3.HOG0000171	OG0000032	n37	"rna-XM_031674391.1, rna-XM_015252447.2"				rna-XM_015252447.2		
N3.HOG0000172	OG0000032	n39	rna-XM_031674471.1			rna-XM_032460750.1	rna-XM_031674471.1		rna-XM_031674471.1
N3.HOG0000173	OG0000032	n44	"rna-XM_031676545.1, rna-XM_031672544.1"	rna-XM_010967510.1	rna-XM_031435585.1	rna-XM_032463338.1			rna-XM_031672544.1
N3.HOG0000174	OG0000032	n49	rna-XM_031687578.1	rna-XM_010946254.1		rna-XM_032473725.1	rna-XM_031687578.1		"rna-XM_031687578.1, rna-XM_031691932.1"
N3.HOG0000175	OG0000034	n18	"rna-XM_031683033.1, rna-XM_015246848.1"	rna-XM_010964244.1	rna-XM_031462635.1	rna-XM_032492750.1	rna-XM_031683033.1	"rna-XM_031683033.1, rna-XM_015246848.1"	"rna-XM_031683033.1, rna-XM_015246848.1"
N3.HOG0000176	OG0000034	n27	rna-XM_031673743.1	"rna-XM_010973309.1, rna-XM_010964243.1"		rna-XM_032492748.1	"rna-XM_031673743.1, rna-XM_015246846.2"	rna-XM_031673743.1	rna-XM_031673743.1
N3.HOG0000177	OG0000034	n36	"rna-XM_031684931.1, rna-XM_031671121.1"			rna-XM_032488284.1	"rna-XM_031684931.1, rna-XM_031671121.1"	"rna-XM_031684931.1, rna-XM_031671121.1"	"rna-XM_031684931.1, rna-XM_031671121.1"
N3.HOG0000178	OG0000034	n44	"rna-XM_031677012.1, rna-XM_006209449.3"			rna-XM_032492749.1	"rna-XM_031677012.1, rna-XM_006209449.3"	"rna-XM_031677012.1, rna-XM_006209449.3"	"rna-XM_031677012.1, rna-XM_006209449.3"
N3.HOG0000179	OG0000034	n52			"rna-XM_031445780.1, rna-XM_031462637.1"				
N3.HOG0000180	OG0000035	n2	"rna-XM_031673825.1, rna-XM_006214028.2"	rna-XM_010965003.1	rna-XM_010986909.1	rna-XM_014554448.1	"rna-XM_031673825.1, rna-XM_006214028.2"	"rna-XM_006214028.2, rna-XM_031673825.1"	"rna-XM_006214028.2, rna-XM_031673825.1"
N3.HOG0000181	OG0000035	n47		rna-XM_010964517.1	rna-XM_011000701.2	rna-XM_006190275.2			
N3.HOG0000182	OG0000037	n2	rna-XM_015247799.1	rna-XM_010957590.1	rna-XM_010987083.1	rna-XM_014553332.2	rna-XM_015247799.1	rna-XM_015247799.1	rna-XM_015247799.1
N3.HOG0000183	OG0000037	n11	rna-XM_006214096.2		rna-XM_010987046.2		rna-XM_006214096.2	rna-XM_006214096.2	rna-XM_006214096.2
N3.HOG0000184	OG0000037	n18	rna-XM_015247798.2	rna-XM_010957600.1	rna-XM_010987084.2	rna-XM_006172990.1	rna-XM_015247798.2	rna-XM_015247798.2	rna-XM_015247798.2
N3.HOG0000185	OG0000037	n29	rna-XM_015247796.2	rna-XM_010957633.1	rna-XM_010987086.2	rna-XM_006172988.2	rna-XM_015247796.2	rna-XM_015247796.2	rna-XM_015247796.2
N3.HOG0000186	OG0000037	n41	"rna-XM_015247795.1, rna-XM_006214097.1"	rna-XM_010957554.1	rna-XM_010987043.2	rna-XM_006172968.1	rna-XM_006214097.1	rna-XM_006214097.1	rna-XM_006214097.1
N3.HOG0000187	OG0000038	n16	rna-XM_006219667.2		rna-XM_031446912.1		"rna-XM_006219667.2, rna-XM_015251218.1"	rna-XM_006219667.2	rna-XM_006219667.2
N3.HOG0000188	OG0000038	n22	rna-XM_031689771.1	"rna-XM_010962135.1, rna-XM_010972281.1"	rna-XM_031438251.1	rna-XM_032466352.1	rna-XM_031689771.1	rna-XM_031689771.1	rna-XM_031689771.1
N3.HOG0000189	OG0000038	n31	rna-XM_031689745.1	rna-XM_010972278.1		rna-XM_032466350.1	rna-XM_031689745.1	rna-XM_031689745.1	
N3.HOG0000190	OG0000038	n35	rna-XM_015251218.1	"rna-XM_010972280.1, rna-XM_010972279.1"		"rna-XM_032466348.1, rna-XM_032466349.1, rna-XM_032465381.1"		rna-XM_015251218.1	rna-XM_015251218.1
N3.HOG0000191	OG0000038	n42	"rna-XM_031689743.1, rna-XM_031689775.1"				"rna-XM_031689743.1, rna-XM_031689775.1"	"rna-XM_031689743.1, rna-XM_031689775.1"	"rna-XM_031689743.1, rna-XM_031689745.1, rna-XM_031689775.1"
N3.HOG0000192	OG0000039	n6		rna-XM_010946580.1	rna-XM_031444161.1	rna-XM_032473369.1			
N3.HOG0000193	OG0000039	n12	rna-XM_031670708.1				rna-XM_031670708.1	rna-XM_031670708.1	rna-XM_031670708.1
N3.HOG0000194	OG0000039	n22	rna-XM_031672508.1	rna-XM_010946579.1			rna-XM_031672508.1	rna-XM_031672508.1	rna-XM_031672508.1
N3.HOG0000195	OG0000039	n26	rna-XM_031670530.1	rna-XM_010964220.1	"rna-XM_031444162.1, rna-XM_031444160.1"		rna-XM_031670530.1	rna-XM_031670530.1	rna-XM_031670530.1
N3.HOG0000196	OG0000040	n1	rna-XM_006210099.1	rna-XM_010954335.1	rna-XM_031454559.1	rna-XM_006191443.2	rna-XM_006210099.1	rna-XM_006210099.1	rna-XM_006210099.1
N3.HOG0000197	OG0000040	n12	"rna-XM_006210102.3, rna-XM_015244219.2"	"rna-XM_010958023.1, rna-XM_010957915.1"	"rna-XM_010987194.2, rna-XM_031454539.1"	"rna-XM_006191446.2, rna-XM_032484370.1"	"rna-XM_015244219.2, rna-XM_006210102.3"	"rna-XM_015244219.2, rna-XM_006210102.3"	"rna-XM_015244219.2, rna-XM_006210102.3"
N3.HOG0000198	OG0000040	n34		rna-XM_010954009.1	rna-XM_010986953.2	rna-XM_032483560.1			
N3.HOG0000199	OG0000042	n8	"rna-XM_006219731.1, rna-XM_031671098.1"	rna-XM_010953510.1	"rna-XM_031442148.1, rna-XM_010985398.2"	rna-XM_006177994.2	rna-XM_031671098.1		rna-XM_006219731.1
N3.HOG0000200	OG0000042	n15	"rna-XM_006219838.2, rna-XM_006219574.1, rna-XM_031672474.1"	rna-XM_010953484.1	rna-XM_010985365.2	rna-XM_014553543.2	"rna-XM_006219838.2, rna-XM_006219574.1, rna-XM_031672474.1"	"rna-XM_006219838.2, rna-XM_006219574.1, rna-XM_006219731.1"	"rna-XM_006219838.2, rna-XM_031672474.1, rna-XM_006219574.1"
N3.HOG0000201	OG0000042	n29		"rna-XM_010954072.1, rna-XM_010954082.1"	rna-XM_010985397.2	"rna-XM_006178028.2, rna-XM_006178029.2"			
N3.HOG0000202	OG0000043	n15	rna-XM_006209828.2	rna-XM_010961619.1	rna-XM_010986522.2	rna-XM_006174353.2	rna-XM_006209828.2	rna-XM_006209828.2	rna-XM_006209828.2
N3.HOG0000203	OG0000043	n23	rna-XM_006209824.2	rna-XM_010967202.1		rna-XM_014565175.2	rna-XM_006209824.2	rna-XM_006209824.2	rna-XM_006209824.2
N3.HOG0000204	OG0000043	n29		rna-XM_010961618.1	rna-XM_010986523.2	rna-XM_006174354.2			
N3.HOG0000205	OG0000044	n12	rna-XM_031672325.1		rna-XM_031444347.1		rna-XM_031672325.1	rna-XM_031672325.1	rna-XM_031672325.1
N3.HOG0000206	OG0000044	n16	rna-XM_015242516.1	rna-XM_010966466.1	rna-XM_010978500.2	rna-XM_006192235.2	rna-XM_015242516.1	rna-XM_015242516.1	rna-XM_015242516.1
N3.HOG0000207	OG0000044	n28	rna-XM_031672327.1	rna-XM_010966469.1	rna-XM_031458083.1	rna-XM_032490367.1		rna-XM_031672327.1	rna-XM_031672327.1
N3.HOG0000208	OG0000044	n33	rna-XM_015242522.2	rna-XM_010966425.1	rna-XM_010978562.2	rna-XM_014565627.2	rna-XM_015242522.2	rna-XM_015242522.2	rna-XM_015242522.2
N3.HOG0000209	OG0000044	n39	rna-XM_031672326.1	rna-XM_010966468.1	rna-XM_031458004.1	rna-XM_032490282.1	rna-XM_031672326.1	rna-XM_031672326.1	rna-XM_031672326.1
N3.HOG0000210	OG0000045	n15	rna-XM_006197419.3	rna-XM_010948262.1	rna-XM_010975919.2	rna-XM_032487277.1	rna-XM_006197419.3	rna-XM_006197419.3	rna-XM_006197419.3
N3.HOG0000211	OG0000045	n21	rna-XM_031680325.1	rna-XM_010948261.1	rna-XM_031457765.1	rna-XM_032487280.1	rna-XM_031680325.1	rna-XM_006197421.3	rna-XM_006197421.3
N3.HOG0000212	OG0000045	n27	rna-XM_006219669.3	rna-XM_010948264.1	rna-XM_031457762.1		rna-XM_006219669.3	rna-XM_006219669.3	rna-XM_006219669.3
N3.HOG0000213	OG0000045	n32	rna-XM_006197417.3	rna-XM_010948265.1	rna-XM_010975923.2	rna-XM_006195809.3	rna-XM_006197417.3	rna-XM_006197417.3	rna-XM_006197417.3
N3.HOG0000214	OG0000046	n1	rna-XM_015247780.1	rna-XM_010970163.1	rna-XM_010981268.2	rna-XM_014565868.2	rna-XM_015247780.1	rna-XM_015247780.1	rna-XM_015247780.1
N3.HOG0000215	OG0000046	n9	rna-XM_015247779.2	rna-XM_010970134.1	rna-XM_031459347.1	rna-XM_032488695.1	rna-XM_015247779.2	rna-XM_015247779.2	rna-XM_015247779.2
N3.HOG0000216	OG0000046	n16	rna-XM_015247771.2	rna-XM_010970138.1	rna-XM_010994162.2	rna-XM_014563444.2	rna-XM_015247771.2	rna-XM_015247771.2	rna-XM_015247771.2
N3.HOG0000217	OG0000046	n22	rna-XM_015252154.2	rna-XM_010970172.1	rna-XM_031459351.1	rna-XM_014563445.2	rna-XM_015252154.2		rna-XM_015252154.2
N3.HOG0000218	OG0000047	n4	"rna-XM_031673000.1, rna-XM_031672997.1, rna-XM_031672999.1"	"rna-XM_010961610.1, rna-XM_010972794.1, rna-XM_010961608.1, rna-XM_010972793.1"	"rna-XM_031434068.1, rna-XM_031434062.1, rna-XM_031447071.1, rna-XM_031434061.1"	"rna-XM_032462011.1, rna-XM_032462012.1, rna-XM_032462013.1, rna-XM_032461998.1, rna-XM_032461985.1"	rna-XM_031673000.1	"rna-XM_031673000.1, rna-XM_031672999.1"	
N3.HOG0000219	OG0000047	n29	rna-XM_015241796.2	rna-XM_010960969.1	rna-XM_010997984.2	rna-XM_014565887.2	rna-XM_015241796.2	rna-XM_015241796.2	rna-XM_015241796.2
N3.HOG0000220	OG0000047	n36	"rna-XM_031672998.1, rna-XM_031673002.1"	rna-XM_010972811.1			"rna-XM_031673002.1, rna-XM_031672998.1"	"rna-XM_031672998.1, rna-XM_031673002.1"	rna-XM_031673002.1
N3.HOG0000221	OG0000048	n2	rna-XM_015242763.2	rna-XM_010961820.1		rna-XM_032487972.1	rna-XM_015242763.2	rna-XM_015242763.2	rna-XM_015242763.2
N3.HOG0000222	OG0000048	n10	rna-XM_031681590.1		rna-XM_031457100.1	rna-XM_032487778.1	"rna-XM_031681590.1, rna-XM_031681523.1"	rna-XM_031681590.1	"rna-XM_031681590.1, rna-XM_031681523.1"
N3.HOG0000223	OG0000048	n18	rna-XM_031681530.1		rna-XM_031457106.1				
N3.HOG0000224	OG0000048	n19	rna-XM_031681501.1	rna-XM_010961829.1	rna-XM_031457065.1		rna-XM_031681501.1	rna-XM_015242765.2	rna-XM_031681501.1
N3.HOG0000225	OG0000048	n27	rna-XM_031681548.1	rna-XM_010962043.1		rna-XM_032487970.1	rna-XM_031681548.1	rna-XM_031681548.1	rna-XM_031681548.1
N3.HOG0000226	OG0000048	n40	rna-XM_031681504.1			rna-XM_032487961.1	rna-XM_031681504.1	rna-XM_031681504.1	rna-XM_031681504.1
N3.HOG0000227	OG0000049	n21		rna-XM_010968043.1	rna-XM_010985999.2	rna-XM_032498185.1			
N3.HOG0000228	OG0000049	n24	rna-XM_006219240.3	rna-XM_010968027.1	rna-XM_010985998.2	rna-XM_006178690.3	rna-XM_006219242.3	rna-XM_006219240.3	rna-XM_006219242.3
N3.HOG0000229	OG0000049	n30	"rna-XM_031685970.1, rna-XM_006220182.2, rna-XM_015252056.1"	"rna-XM_010968026.1, rna-XM_010968025.1"	"rna-XM_010986000.2, rna-XM_010986020.2"	"rna-XM_032498148.1, rna-XM_014554144.2"	"rna-XM_031685970.1, rna-XM_006220182.2"	"rna-XM_006220182.2, rna-XM_015252056.1"	"rna-XM_031685970.1, rna-XM_006220182.2, rna-XM_015252056.1"
N3.HOG0000230	OG0000050	n16					rna-XM_006219715.2	rna-XM_006219715.2	
N3.HOG0000231	OG0000050	n19	rna-XM_015247800.1	rna-XM_010957579.1	rna-XM_031459335.1	rna-XM_014553342.2	rna-XM_015247800.1	rna-XM_015247800.1	rna-XM_015247800.1
N3.HOG0000232	OG0000050	n25	rna-XM_031690563.1		rna-XM_010987041.1	"rna-XM_014553358.2, rna-XM_032490499.1"	rna-XM_031690563.1	rna-XM_031690563.1	rna-XM_031690563.1
N3.HOG0000233	OG0000050	n31	"rna-XM_031690561.1, rna-XM_006214098.2"	"rna-XM_010957541.1, rna-XM_010952364.1"	"rna-XM_010987042.1, rna-XM_010987045.2"	"rna-XM_006172969.2, rna-XM_014553274.2"	rna-XM_006214098.2	"rna-XM_031690561.1, rna-XM_006214098.2"	rna-XM_006214098.2
N3.HOG0000234	OG0000051	n8	rna-XM_031671536.1	rna-XM_010950013.1	rna-XM_031448646.1	rna-XM_032474799.1	"rna-XM_006219786.3, rna-XM_015252478.2"		rna-XM_031671536.1
N3.HOG0000235	OG0000051	n15	rna-XM_015252478.2		"rna-XM_031446298.1, rna-XM_031446299.1, rna-XM_031446204.1, rna-XM_031446205.1"	rna-XM_032474801.1			rna-XM_006219786.3
N3.HOG0000236	OG0000051	n21	rna-XM_006219786.3			rna-XM_032474891.1		rna-XM_006219786.3	
N3.HOG0000237	OG0000051	n25	rna-XM_031671541.1		rna-XM_031445703.1	"rna-XM_032474796.1, rna-XM_032474791.1"	rna-XM_031671541.1		
N3.HOG0000238	OG0000051	n29	rna-XM_031673542.1	rna-XM_010970064.1		rna-XM_032475689.1	rna-XM_031673542.1	rna-XM_031673542.1	rna-XM_031673542.1
N3.HOG0000239	OG0000051	n34	rna-XM_031671542.1		rna-XM_031446222.1	rna-XM_032474711.1	rna-XM_031671542.1	rna-XM_031671542.1	rna-XM_031671542.1
N3.HOG0000240	OG0000051	n39	rna-XM_031675081.1	rna-XM_010956548.1	rna-XM_031446667.1	rna-XM_032474547.1	rna-XM_031675081.1	rna-XM_031675081.1	rna-XM_031675081.1
N3.HOG0000241	OG0000052	n8	rna-XM_015251054.2	"rna-XM_010965084.1, rna-XM_010965083.1, rna-XM_010965312.1"	"rna-XM_010981212.2, rna-XM_010981150.2, rna-XM_031452752.1"	"rna-XM_032481594.1, rna-XM_032482914.1, rna-XM_006190869.2"	rna-XM_015251054.2	rna-XM_015251054.2	rna-XM_015251054.2
N3.HOG0000242	OG0000052	n36	rna-XM_015251063.2	"rna-XM_010965081.1, rna-XM_010965080.1"	"rna-XM_010981211.2, rna-XM_010981149.2"	"rna-XM_032482880.1, rna-XM_006194849.2"	rna-XM_015251063.2	rna-XM_015251063.2	rna-XM_015251063.2
N3.HOG0000243	OG0000053	n3		rna-XM_010966502.1	rna-XM_031460786.1	rna-XM_032493074.1		rna-XM_015239814.2	rna-XM_015239814.2
N3.HOG0000244	OG0000053	n8		"rna-XM_010966505.1, rna-XM_010966507.1, rna-XM_010966503.1"	"rna-XM_031460794.1, rna-XM_031459906.1"	"rna-XM_032492873.1, rna-XM_032461511.1, rna-XM_032492290.1"			
N3.HOG0000245	OG0000053	n17	rna-XM_031680686.1		rna-XM_031460773.1	"rna-XM_032492766.1, rna-XM_032493025.1"	rna-XM_031680686.1	rna-XM_031680686.1	rna-XM_031680686.1
N3.HOG0000246	OG0000053	n23	rna-XM_031673400.1		rna-XM_031460780.1	"rna-XM_032492604.1, rna-XM_032492488.1"	rna-XM_031673400.1	rna-XM_031673400.1	rna-XM_031673400.1
N3.HOG0000247	OG0000053	n29	rna-XM_031680537.1		rna-XM_031460812.1	rna-XM_032492377.1	rna-XM_031680560.1		
N3.HOG0000248	OG0000054	n6	"rna-XM_006212492.3, rna-XM_006212537.3"	rna-XM_010967551.1	rna-XM_031469874.1	rna-XM_032458923.1	"rna-XM_006212492.3, rna-XM_006212537.3"	"rna-XM_006212492.3, rna-XM_006212537.3"	"rna-XM_006212492.3, rna-XM_006212537.3"
N3.HOG0000249	OG0000054	n16	rna-XM_006212493.3	rna-XM_010948604.1	"rna-XM_031469956.1, rna-XM_031469917.1"	"rna-XM_032458942.1, rna-XM_032458932.1"	rna-XM_006212493.3	rna-XM_006212493.3	rna-XM_006212493.3
N3.HOG0000250	OG0000055	n8	rna-XM_006218109.2	rna-XM_010964149.1	rna-XM_010981143.2	rna-XM_006191206.2	rna-XM_006218109.2	rna-XM_006218109.2	rna-XM_006218109.2
N3.HOG0000251	OG0000055	n22	rna-XM_015251052.2	rna-XM_010949705.1	rna-XM_010997305.2	rna-XM_014564784.2	rna-XM_015251052.2	rna-XM_015251052.2	
N3.HOG0000252	OG0000055	n27	"rna-XM_015252723.2, rna-XM_031671460.1"	"rna-XM_010968773.1, rna-XM_010968879.1"	rna-XM_010997306.2	"rna-XM_032481605.1, rna-XM_032481604.1"	"rna-XM_015252723.2, rna-XM_031671460.1"	"rna-XM_015252723.2, rna-XM_031671460.1"	"rna-XM_015252723.2, rna-XM_031671460.1"
N3.HOG0000253	OG0000056	n1		rna-XM_010954289.1	rna-XM_010999201.2	rna-XM_014554774.2			
N3.HOG0000254	OG0000056	n5	"rna-XM_015234497.2, rna-XM_015234386.2"	rna-XM_010954290.1	rna-XM_010999202.2	rna-XM_014554825.2	"rna-XM_015234497.2, rna-XM_015234386.2"	"rna-XM_015234497.2, rna-XM_015234386.2"	"rna-XM_015234497.2, rna-XM_015234386.2"
N3.HOG0000255	OG0000057	n6		rna-XM_010961271.1		rna-XM_032470536.1			
N3.HOG0000256	OG0000057	n8	"rna-XM_031692408.1, rna-XM_031692409.1"	rna-XM_010961422.1			"rna-XM_031692408.1, rna-XM_031692409.1"	rna-XM_031692409.1	"rna-XM_031692408.1, rna-XM_031692409.1"
N3.HOG0000257	OG0000057	n15	"rna-XM_031692363.1, rna-XM_031692362.1"	"rna-XM_010961274.1, rna-XM_010961270.1, rna-XM_010961267.1"		"rna-XM_032470470.1, rna-XM_032470468.1, rna-XM_032470461.1, rna-XM_032470469.1, rna-XM_032470465.1"	"rna-XM_031692363.1, rna-XM_031692362.1"	"rna-XM_031692408.1, rna-XM_031692363.1"	"rna-XM_031692363.1, rna-XM_031692361.1"
N3.HOG0000258	OG0000057	n30	rna-XM_031674369.1		rna-XM_031446796.1			rna-XM_031692362.1	
N3.HOG0000259	OG0000058	n18	rna-XM_006214299.3		rna-XM_031469710.1		rna-XM_006214299.3	rna-XM_006214299.3	rna-XM_006214299.3
N3.HOG0000260	OG0000058	n22	rna-XM_015247953.2	rna-XM_010960423.1	"rna-XM_031468138.1, rna-XM_010975468.2"	"rna-XM_032498173.1, rna-XM_006186267.3, rna-XM_014560509.2"	rna-XM_015247953.2	rna-XM_015247953.2	rna-XM_015247953.2
N3.HOG0000261	OG0000058	n31	rna-XM_031686019.1	"rna-XM_010971935.1, rna-XM_010960422.1, rna-XM_010960421.1"	rna-XM_031468134.1	rna-XM_014560508.2	rna-XM_031686019.1	rna-XM_031686019.1	rna-XM_031686019.1
N3.HOG0000262	OG0000059	n9	rna-XM_006214905.2	rna-XM_010956344.1	rna-XM_010987075.2	rna-XM_006193621.2	rna-XM_006214905.2	rna-XM_006214905.2	rna-XM_006214905.2
N3.HOG0000263	OG0000059	n15	rna-XM_031691095.1	rna-XM_010956345.1	rna-XM_010987074.2	rna-XM_032490456.1	rna-XM_031691095.1	rna-XM_031691095.1	rna-XM_031691095.1
N3.HOG0000264	OG0000060	n7		rna-XM_010956476.1	rna-XM_010983042.2	rna-XM_006191563.3			
N3.HOG0000265	OG0000060	n10	rna-XM_015248439.2	rna-XM_010956475.1	rna-XM_010983039.2	rna-XM_006191559.3	rna-XM_006214818.3	rna-XM_015248439.2	rna-XM_006214818.3
N3.HOG0000266	OG0000060	n19	rna-XM_015248443.2	"rna-XM_010956507.1, rna-XM_010956473.1"	"rna-XM_010983049.2, rna-XM_010983038.2"	"rna-XM_014556816.2, rna-XM_032489634.1"	rna-XM_015248443.2	rna-XM_006214826.3	rna-XM_015248443.2
N3.HOG0000267	OG0000060	n36	rna-XM_031690565.1				rna-XM_031690565.1	rna-XM_031690565.1	rna-XM_031690565.1
N3.HOG0000268	OG0000062	n1	rna-XM_031674801.1	rna-XM_010965986.1	rna-XM_031467626.1	rna-XM_032498793.1	rna-XM_015249449.2	rna-XM_031674801.1	rna-XM_031674801.1
N3.HOG0000269	OG0000062	n15	rna-XM_031672399.1	rna-XM_010966014.1	"rna-XM_031467630.1, rna-XM_031467629.1"	rna-XM_032498792.1	rna-XM_031672399.1	rna-XM_031672399.1	rna-XM_031672399.1
N3.HOG0000270	OG0000062	n25		"rna-XM_010965984.1, rna-XM_010961713.1"	rna-XM_031467628.1	rna-XM_032498795.1			
N3.HOG0000271	OG0000062	n31	rna-XM_031674799.1	rna-XM_010965985.1	rna-XM_010988122.2	rna-XM_032498791.1	rna-XM_031674799.1	rna-XM_015249448.2	rna-XM_031674796.1
N3.HOG0000272	OG0000064	n19					rna-XM_006204524.3	rna-XM_006204524.3	rna-XM_031672174.1
N3.HOG0000273	OG0000064	n23	rna-XM_031672174.1						
N3.HOG0000274	OG0000064	n28		rna-XM_010950532.1					
N3.HOG0000275	OG0000065	n1	rna-XM_031681543.1		rna-XM_031457113.1	rna-XM_032487804.1	rna-XM_031681543.1	"rna-XM_031681543.1, rna-XM_031681524.1"	rna-XM_031681543.1
N3.HOG0000276	OG0000065	n13	rna-XM_031681544.1	rna-XM_010962044.1	rna-XM_031457104.1	rna-XM_032487795.1	rna-XM_031681544.1	rna-XM_031681544.1	rna-XM_031681544.1
N3.HOG0000277	OG0000065	n21	rna-XM_031681508.1	"rna-XM_010952658.1, rna-XM_010952657.1, rna-XM_010952664.1, rna-XM_010962041.1"	"rna-XM_031457075.1, rna-XM_031457096.1, rna-XM_031459237.1"	"rna-XM_032487813.1, rna-XM_032487767.1, rna-XM_032487731.1"	rna-XM_031681508.1	rna-XM_031681508.1	rna-XM_031681508.1
N3.HOG0000278	OG0000065	n34	rna-XM_031674089.1	rna-XM_010961819.1	rna-XM_031459238.1	rna-XM_032487734.1	rna-XM_031674089.1	rna-XM_031674089.1	rna-XM_031674089.1
N3.HOG0000279	OG0000066	n4	rna-XM_015245055.2	rna-XM_010971191.1	rna-XM_031461414.1	rna-XM_006174382.3	rna-XM_015245055.2	rna-XM_015245055.2	rna-XM_015245055.2
N3.HOG0000280	OG0000066	n18	rna-XM_031682404.1	rna-XM_010971188.1	rna-XM_031461416.1	rna-XM_032491287.1	rna-XM_031682404.1	rna-XM_031682404.1	rna-XM_031682404.1
N3.HOG0000281	OG0000066	n26	rna-XM_031682396.1	rna-XM_010971187.1	rna-XM_010974314.2	rna-XM_006174384.3	rna-XM_031682396.1	rna-XM_031682396.1	rna-XM_031682396.1
N3.HOG0000282	OG0000067	n8		rna-XM_010964513.1		rna-XM_006194341.3			
N3.HOG0000283	OG0000067	n16	rna-XM_015252195.1	rna-XM_010965012.1	rna-XM_010997078.2	rna-XM_032488685.1		rna-XM_015252195.1	rna-XM_015252195.1
