HOG,mi,Di,m0,D0,SYMBOL,GENENAME
N0.HOG0003565,751.9,2.03013,223.1,17.1787,DRD3,dopamine receptor D3
N0.HOG0003566,610.6,5.55646,265.4,9.76672,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2
N0.HOG0003567,1683.8,16.16448,842.2,11.11704,CCDC191,coiled-coil domain containing 191
N0.HOG0003568,874,6.0306,302,9.2714,ZDHHC23,zinc finger DHHC-type palmitoyltransferase 23
N0.HOG0003569,937.3,12.09117,373.7,9.15565,GRAMD1C,GRAM domain containing 1C
N0.HOG0003573,1331.3,7.05589,459.7,19.72113,SIDT1,SID1 transmembrane family member 1
N0.HOG0003574,1782.3,16.0407,746.7,21.50496,SPICE1,spindle and centriole associated protein 1
N0.HOG0003575,2149.6,12.03776,850.4,29.84904,CFAP44,cilia and flagella associated protein 44
N0.HOG0003576,2577.8,29.90248,743.2,40.57872,BOC,"BOC cell adhesion associated, oncogene regulated"
N0.HOG0003577,646,8.075,212,5.088,NEPRO,nucleolus and neural progenitor protein
N0.HOG0003578,446.2,5.04206,168.8,4.08496,GTPBP8,GTP binding protein 8 (putative)
N0.HOG0003579,2127.7,11.06404,695.3,25.79563,CCDC80,coiled-coil domain containing 80
N0.HOG0003580,639.4,1.98214,260.6,4.0393,SLC35A5,solute carrier family 35 member A5
N0.HOG0003581,318.8,1.49836,104.2,11.54536,ATG3,autophagy related 3
N0.HOG0003582,458.9,5.0479,189.1,2.02337,C3orf52,chromosome 3 open reading frame 52
N0.HOG0003585,514.5,0.97755,190.5,9.2964,KCNMB2,potassium calcium-activated channel subfamily M regulatory beta subunit 2
N0.HOG0003586,611.6,2.99684,252.4,6.13332,ZMAT3,zinc finger matrin-type 3
N0.HOG0003587,2337.3,0.93492,815.7,13.21434,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
N0.HOG0003588,961.4,2.01894,361.6,7.12352,ZNF639,zinc finger protein 639
N0.HOG0003589,1614.6,0.96876,608.4,10.16028,MFN1,mitofusin 1
N0.HOG0003591,849.9,1.01988,311.1,9.23967,ACTL6A,actin like 6A
N0.HOG0003592,544.2,0.97956,205.8,6.11226,MRPL47,mitochondrial ribosomal protein L47
N0.HOG0003594,911.7,3.00861,390.3,10.22586,PEX5L,peroxisomal biogenesis factor 5 like
N0.HOG0003595,916.1,1.00771,370.9,6.08276,TTC14,tetratricopeptide repeat domain 14
N0.HOG0003596,1912.1,8.98687,742.9,15.22945,CCDC39,coiled-coil domain containing 39
N0.HOG0003600,1616.3,5.01053,504.7,10.19494,ATP11B,ATPase phospholipid transporting 11B (putative)
N0.HOG0003602,1317.5,5.0065,518.5,11.1996,MCCC1,methylcrotonoyl-CoA carboxylase 1
N0.HOG0003603,1398.9,1.95846,446.1,9.18966,KLHL6,kelch like family member 6
N0.HOG0003604,1319,1.9785,451,4.0139,KLHL24,kelch like family member 24
N0.HOG0003605,2849.3,19.66017,1239.7,42.64568,YEATS2,YEATS domain containing 2
N0.HOG0003606,311.9,5.05278,111.1,7.34371,MAP6D1,MAP6 domain containing 1
N0.HOG0003608,3131.9,3.1319,1155.1,31.76525,ABCC5,ATP binding cassette subfamily C member 5
N0.HOG0003609,1500.9,11.40684,650.1,11.83182,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
N0.HOG0003610,1383.5,1.9369,401.5,16.6221,DVL3,dishevelled segment polarity protein 3
N0.HOG0003611,727,1.0178,296,5.0616,ABCF3,ATP binding cassette subfamily F member 3
N0.HOG0003612,493.8,3.01218,196.2,8.27964,ALG3,"ALG3 alpha-1,3- mannosyltransferase"
N0.HOG0003614,1604.9,0.96294,654.1,14.25938,PSMD2,"proteasome 26S subunit, non-ATPase 2"
N0.HOG0003615,3106.9,10.87415,1378.1,32.66097,EIF4G1,eukaryotic translation initiation factor 4 gamma 1
N0.HOG0003617,1269.2,3.04608,437.8,9.15002,CLCN2,chloride voltage-gated channel 2
N0.HOG0003619,680.1,8.09319,357.9,9.19803,THPO,thrombopoietin
N0.HOG0003620,1794.7,8.9735,767.3,17.34098,CHRD,chordin
N0.HOG0003622,2097.3,3.98487,953.7,10.10922,VPS8,VPS8 subunit of CORVET complex
N0.HOG0003623,521.9,0.99161,222.1,4.04222,C3orf70,chromosome 3 open reading frame 70
N0.HOG0003624,1291.1,16.13875,517.9,12.22244,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
N0.HOG0003625,1761.4,27.83012,689.6,19.92944,MAP3K13,mitogen-activated protein kinase kinase kinase 13
N0.HOG0003626,225,1.0125,63,2.0475,TMEM41A,transmembrane protein 41A
N0.HOG0003627,661.4,5.02664,256.6,10.28966,LIPH,lipase H
N0.HOG0003628,1076.5,3.0142,393.5,6.0599,SENP2,SUMO specific peptidase 2
N0.HOG0003629,1016.5,1.0165,426.5,8.14615,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
N0.HOG0003632,1440.5,4.0334,536.5,14.3782,DGKG,diacylglycerol kinase gamma
N0.HOG0003634,1052.7,32.00208,435.3,33.5181,TBCCD1,TBCC domain containing 1
N0.HOG0003635,747.8,0.97214,326.2,8.12238,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11
N0.HOG0003636,611.5,6.05385,267.5,8.15875,HRG,histidine rich glycoprotein
N0.HOG0003638,718.4,2.01152,244.6,9.31926,RFC4,replication factor C subunit 4
N0.HOG0003640,887,8.0717,289,10.2884,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
N0.HOG0003644,593.2,8.06752,72.8,3.08672,RTP2,receptor transporter protein 2
N0.HOG0003645,1594.4,80.19832,349.6,68.06712,BCL6,BCL6 transcription repressor
N0.HOG0003646,1265.4,8.09856,570.6,11.18376,LPP,LIM domain containing preferred translocation partner in lipoma
N0.HOG0003647,486.8,1.99588,179.2,9.3184,TPRG1,tumor protein p63 regulated 1
N0.HOG0003648,1470.2,1.02914,494.8,16.47684,TP63,tumor protein p63
N0.HOG0003649,1104.4,4.9698,473.6,20.69632,P3H2,prolyl 3-hydroxylase 2
N0.HOG0003650,490.1,8.08665,214.9,11.51864,CLDN16,claudin 16
N0.HOG0003651,1199.3,2.03881,477.7,13.32783,IL1RAP,interleukin 1 receptor accessory protein
N0.HOG0003652,601.7,8.06278,262.3,5.06239,GMNC,geminin coiled-coil domain containing
N0.HOG0003653,270.7,2.00318,119.3,2.01617,OSTN,osteocrin
N0.HOG0003654,320.1,20.8065,114.9,14.51187,CCDC50,coiled-coil domain containing 50
N0.HOG0003657,293.4,5.07582,111.6,10.83636,PLAAT1,phospholipase A and acyltransferase 1
N0.HOG0003658,2459.4,26.80746,1074.6,40.8348,ATP13A5,ATPase 13A5
N0.HOG0003659,2392,29.6608,1004,31.3248,ATP13A4,ATPase 13A4
N0.HOG0003660,366.5,2.01575,122.5,7.301,HES1,hes family bHLH transcription factor 1
N0.HOG0003661,977.4,10.06722,231.6,11.58,CPN2,carboxypeptidase N subunit 2
N0.HOG0003662,1377.3,3.03006,347.7,24.58239,LRRC15,leucine rich repeat containing 15
N0.HOG0003663,862.9,8.02497,328.1,3.01852,GP5,glycoprotein V platelet
N0.HOG0003664,2556.3,16.61595,971.7,21.86325,ATP13A3,ATPase 13A3
N0.HOG0003665,654.4,20.02464,233.6,19.52896,TMEM44,transmembrane protein 44
N0.HOG0003666,993.8,9.04358,428.2,16.57134,LSG1,large 60S subunit nuclear export GTPase 1
N0.HOG0003667,1047.3,1.98987,209.7,12.54006,FAM43A,family with sequence similarity 43 member A
N0.HOG0003671,1223.3,9.17475,357.7,11.16024,DLG1,discs large MAGUK scaffold protein 1
N0.HOG0003672,1353.8,62.68094,347.2,50.23984,MELTF,melanotransferrin
N0.HOG0003673,905.5,7.0629,369.5,12.2674,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z
N0.HOG0003677,329,5.0666,124,2.0212,PIGX,phosphatidylinositol glycan anchor biosynthesis class X
N0.HOG0003678,352.9,2.01153,136.1,2.01428,CEP19,centrosomal protein 19
N0.HOG0003679,1520.7,6.0828,483.3,19.67031,NRROS,negative regulator of reactive oxygen species
N0.HOG0003680,581.5,12.3278,240.5,10.12505,FBXO45,F-box protein 45
N0.HOG0003682,735.3,1.02942,314.7,7.14369,UBXN7,UBX domain protein 7
N0.HOG0003683,127.7,24.02037,52.3,7.5835,TM4SF19,transmembrane 4 L six family member 19
N0.HOG0003685,693.8,2.01202,287.2,4.04952,PCYT1A,"phosphate cytidylyltransferase 1, choline, alpha"
N0.HOG0003686,743.4,9.06948,276.6,7.10862,SLC51A,solute carrier family 51 subunit alpha
N0.HOG0003687,449,11.8536,130,7.644,ZDHHC19,zinc finger DHHC-type palmitoyltransferase 19
N0.HOG0003688,1512.3,3.0246,551.7,11.19951,TFRC,transferrin receptor
N0.HOG0003689,2228.9,8.02404,732.1,25.76992,NA,NA
N0.HOG0003690,1932.3,5.02398,683.7,23.65602,RUBCN,rubicon autophagy regulator
N0.HOG0003692,731.5,1.97505,258.5,2.0163,LRCH3,leucine rich repeats and calponin homology domain containing 3
N0.HOG0003693,769.2,11.1534,331.8,6.10512,IQCG,IQ motif containing G
N0.HOG0003694,934.1,1.02751,379.9,8.16785,LMLN,leishmanolysin like peptidase
N0.HOG0003695,1590.1,5.08832,644.9,10.12493,OSBPL11,oxysterol binding protein like 11
N0.HOG0003696,856.4,2.9974,352.6,0.98728,SNX4,sorting nexin 4
N0.HOG0003698,1342.4,6.98048,487.6,21.79572,SLC12A8,solute carrier family 12 member 8
N0.HOG0003699,1326,21.7464,675,21.1275,HEG1,heart development protein with EGF like domains 1
N0.HOG0003700,1271.3,18.17959,552.7,25.9769,PIGG,phosphatidylinositol glycan anchor biosynthesis class G
N0.HOG0003701,1371,19.194,312,19.9992,PDE6B,phosphodiesterase 6B
N0.HOG0003702,410.3,2.01047,105.7,3.05473,PCGF3,polycomb group ring finger 3
N0.HOG0003704,2286,23.0886,540,45.144,GAK,cyclin G associated kinase
N0.HOG0003705,951.1,22.92151,200.9,35.03696,TMEM175,transmembrane protein 175
N0.HOG0003706,1251.4,40.92078,344.6,43.83312,IDUA,alpha-L-iduronidase
N0.HOG0003707,799.6,1.03948,211.4,17.14454,FGFRL1,fibroblast growth factor receptor like 1
N0.HOG0003708,253.5,5.577,70.5,5.9643,RNF212,ring finger protein 212
N0.HOG0003709,750.4,47.2752,158.6,42.9013,SPON2,spondin 2
N0.HOG0003710,770.7,6.39681,159.3,15.89814,CTBP1,C-terminal binding protein 1
N0.HOG0003712,1125.9,19.25289,452.1,24.09693,TACC3,transforming acidic coiled-coil containing protein 3
N0.HOG0003713,1490.7,36.96936,339.3,47.502,FGFR3,fibroblast growth factor receptor 3
N0.HOG0003714,1534.6,17.18752,340.4,24.679,LETM1,leucine zipper and EF-hand containing transmembrane protein 1
N0.HOG0003715,2492.1,77.00589,654.9,69.61587,NSD2,nuclear receptor binding SET domain protein 2
N0.HOG0003716,955.2,40.1184,220.8,42.41568,NELFA,negative elongation factor complex member A
N0.HOG0003718,271.7,1.00529,58.3,2.04633,MXD4,MAX dimerization protein 4
N0.HOG0003719,1419.1,15.18437,323.9,23.51514,ZFYVE28,zinc finger FYVE-type containing 28
N0.HOG0003720,1237.4,26.10914,241.6,22.8312,CFAP99,cilia and flagella associated protein 99
N0.HOG0003722,3184.5,14.96715,967.5,32.895,FAM193A,family with sequence similarity 193 member A
N0.HOG0003723,295.6,3.01512,118.4,4.09664,TNIP2,TNFAIP3 interacting protein 2
N0.HOG0003724,1301.1,5.98506,357.9,18.86133,SH3BP2,SH3 domain binding protein 2
N0.HOG0003725,1301.3,5.07507,501.7,27.29248,ADD1,adducin 1
N0.HOG0003726,732.4,89.79224,284.6,66.08412,MFSD10,major facilitator superfamily domain containing 10
N0.HOG0003727,1477.8,18.17694,457.2,26.38044,NOP14,NOP14 nucleolar protein
N0.HOG0003728,424.8,3.01608,154.2,4.07088,GRK4,G protein-coupled receptor kinase 4
N0.HOG0003729,4624.9,99.89784,1534.1,127.48371,HTT,huntingtin
N0.HOG0003730,329.4,3.03048,39.6,6.87852,MSANTD1,Myb/SANT DNA binding domain containing 1
N0.HOG0003731,2695.6,23.45172,697.4,43.02958,RGS12,regulator of G protein signaling 12
N0.HOG0003732,1542.1,13.10785,371.9,25.43796,HGFAC,HGF activator
N0.HOG0003733,858.5,99.67185,233.5,83.2661,DOK7,docking protein 7
N0.HOG0003734,684.8,1.98592,104.2,8.63818,ADRA2C,adrenoceptor alpha 2C
N0.HOG0003735,904.3,17.00084,160.7,20.39283,CPZ,carboxypeptidase Z
N0.HOG0003736,273.9,1.01343,107.1,4.10193,TRMT44,tRNA methyltransferase 44 homolog
N0.HOG0003737,544.4,144.266,166.6,109.27294,ACOX3,"acyl-CoA oxidase 3, pristanoyl"
N0.HOG0003738,536.9,86.87042,114.1,55.40696,HTRA3,HtrA serine peptidase 3
N0.HOG0003739,1272.6,11.58066,281.4,27.77418,ABLIM2,actin binding LIM protein family member 2
N0.HOG0003740,1528.2,5.04306,448.8,21.90144,AFAP1,actin filament associated protein 1
N0.HOG0003742,791.6,1.02908,108.4,7.40372,TADA2B,transcriptional adaptor 2B
N0.HOG0003744,2931.6,24.03912,1196.4,32.78136,KIAA0232,KIAA0232
N0.HOG0003746,639,1.0224,96,11.9424,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma
N0.HOG0003747,1668.1,5.0043,236.9,46.26657,WFS1,wolframin ER transmembrane glycoprotein
N0.HOG0003750,1841.9,24.31308,579.1,29.36037,EVC,EvC ciliary complex subunit 1
N0.HOG0003751,1516.3,22.28961,433.7,15.48309,EVC2,EvC ciliary complex subunit 2
N0.HOG0003753,331,2.0191,53,3.127,MSX1,msh homeobox 1
N0.HOG0003754,477.9,3.01077,200.1,4.06203,STX18,syntaxin 18
N0.HOG0003755,345.2,1.00108,98.8,4.11008,NSG1,neuronal vesicle trafficking associated 1
N0.HOG0003756,968.1,12.10125,405.9,6.0885,ZBTB49,zinc finger and BTB domain containing 49
N0.HOG0003757,340.6,4.01908,148.4,7.2716,TMEM128,transmembrane protein 128
N0.HOG0003758,1109.8,35.5136,351.2,33.82056,OTOP1,otopetrin 1
N0.HOG0003759,1044.3,5.01264,194.7,16.06275,DRD5,dopamine receptor D5
N0.HOG0003760,512.4,38.27628,174.6,16.8489,SLC2A9,solute carrier family 2 member 9
N0.HOG0003761,1274.9,143.80872,327.1,87.27028,WDR1,WD repeat domain 1
N0.HOG0003762,2258.1,24.16167,930.9,32.95386,ZNF518B,zinc finger protein 518B
N0.HOG0003763,453.7,8.12123,191.3,5.08858,CLNK,cytokine dependent hematopoietic cell linker
N0.HOG0003764,737.6,3.98304,99.4,9.68156,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
N0.HOG0003765,394,2.0094,179,1.0024,RAB28,"RAB28, member RAS oncogene family"
N0.HOG0003766,424.6,1.01904,112.4,1.00036,NKX3-2,NK3 homeobox 2
N0.HOG0003767,5890.3,92.47771,2632.7,90.30161,BOD1L1,biorientation of chromosomes in cell division 1 like 1
N0.HOG0003769,1402.5,12.6225,451.5,9.6621,FBXL5,F-box and leucine rich repeat protein 5
N0.HOG0003770,473.4,6.24888,192.6,4.93056,BST1,bone marrow stromal cell antigen 1
N0.HOG0003771,894.5,9.03445,362.5,15.5875,TAPT1,transmembrane anterior posterior transformation 1
N0.HOG0003772,664.3,8.30375,217.7,7.96782,LDB2,LIM domain binding 2
N0.HOG0003773,443.4,18.1794,126.6,18.1038,QDPR,quinoid dihydropteridine reductase
N0.HOG0003774,525.6,10.19664,170.4,5.12904,CLRN2,clarin 2
N0.HOG0003775,1042.1,4.06419,412.9,12.22184,LAP3,leucine aminopeptidase 3
N0.HOG0003777,2077.1,23.26352,586.9,25.99967,FAM184B,family with sequence similarity 184 member B
N0.HOG0003778,1971.3,12.02493,710.7,18.33606,NCAPG,non-SMC condensin I complex subunit G
N0.HOG0003780,2719.5,30.4584,1009.5,52.8978,SLIT2,slit guidance ligand 2
N0.HOG0003781,484.1,3.00142,190.9,9.31592,PACRGL,parkin coregulated like
N0.HOG0003782,401.4,1.0035,162.6,10.60152,KCNIP4,potassium voltage-gated channel interacting protein 4
N0.HOG0003783,2441.5,9.03355,927.5,41.45925,ADGRA3,adhesion G protein-coupled receptor A3
N0.HOG0003784,1432.8,2.00592,571.2,7.08288,PPARGC1A,PPARG coactivator 1 alpha
N0.HOG0003787,755.7,2.04039,312.3,8.18226,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
N0.HOG0003788,624.6,31.72968,200.4,18.59712,PI4K2B,phosphatidylinositol 4-kinase type 2 beta
N0.HOG0003789,248.1,3.52302,96.9,1.52133,ZCCHC4,zinc finger CCHC-type containing 4
N0.HOG0003790,1776.2,1.06572,644.8,19.47296,ANAPC4,anaphase promoting complex subunit 4
N0.HOG0003791,1490.4,9.09144,459.6,33.04524,SLC34A2,solute carrier family 34 member 2
N0.HOG0003792,1079.2,3.02176,462.8,15.41124,SEL1L3,SEL1L family member 3
N0.HOG0003793,1016.3,5.99617,414.7,12.31659,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
N0.HOG0003794,852.5,12.1055,188.5,6.1451,CCKAR,cholecystokinin A receptor
N0.HOG0003795,1033.1,1.96289,397.9,6.04808,TBC1D19,TBC1 domain family member 19
N0.HOG0003796,1236.2,2.96688,461.8,12.2377,STIM2,stromal interaction molecule 2
N0.HOG0003798,3567.2,24.25696,1283.8,34.79098,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
N0.HOG0003799,1488,20.2368,588,10.1724,DTHD1,death domain containing 1
N0.HOG0003800,648.2,15.2327,245.8,4.0557,C4orf19,chromosome 4 open reading frame 19
N0.HOG0003801,526.3,5.05248,208.7,8.26452,RELL1,RELT like 1
N0.HOG0003802,462.7,13.00187,185.3,15.1946,PGM2,phosphoglucomutase 2
N0.HOG0003803,2078.6,6.02794,828.4,22.44964,TBC1D1,TBC1 domain family member 1
N0.HOG0003805,567,4.0257,231,8.2467,FAM114A1,family with sequence similarity 114 member A1
N0.HOG0003806,402.4,5.03,164.6,3.0451,TMEM156,transmembrane protein 156
N0.HOG0003807,1133.2,2.03976,387.8,8.1438,KLHL5,kelch like family member 5
N0.HOG0003808,2418.2,6.0455,1025.8,17.23344,WDR19,WD repeat domain 19
N0.HOG0003809,1795.6,7.00284,661.4,10.11942,RFC1,replication factor C subunit 1
N0.HOG0003810,1820.4,5.09712,714.6,16.36434,KLB,klotho beta
N0.HOG0003811,187,3.0294,74,1.0064,LIAS,lipoic acid synthetase
N0.HOG0003812,860.4,1.03248,327.6,7.14168,UGDH,UDP-glucose 6-dehydrogenase
N0.HOG0003814,3387.8,40.99238,1049.2,18.78068,N4BP2,NEDD4 binding protein 2
N0.HOG0003816,903.6,1.98792,326.4,14.42688,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit
N0.HOG0003817,1176.6,24.47328,212.4,22.76928,RBM47,RNA binding motif protein 47
N0.HOG0003818,479.8,3.02274,171.2,2.02016,NSUN7,NOP2/Sun RNA methyltransferase family member 7
N0.HOG0003819,480.4,2.01768,182.6,11.61336,UCHL1,ubiquitin C-terminal hydrolase L1
N0.HOG0003820,1882.3,29.74034,742.7,39.21456,LIMCH1,LIM and calponin homology domains 1
N0.HOG0003821,526.2,4.78842,142.8,6.45456,PHOX2B,paired like homeobox 2B
N0.HOG0003823,850.5,6.03855,292.5,9.21375,SLC30A9,solute carrier family 30 member 9
N0.HOG0003824,580.6,0.98702,244.4,7.13648,BEND4,BEN domain containing 4
N0.HOG0003825,262.7,0.99826,73.3,2.03774,SHISA3,shisa family member 3
N0.HOG0003826,1838.5,2.9416,771.5,21.52485,ATP8A1,ATPase phospholipid transporting 8A1
N0.HOG0003827,531.9,3.51054,224.1,6.63336,YIPF7,Yip1 domain family member 7
N0.HOG0003828,1175,5.0525,379,6.1019,GUF1,"GUF1 homolog, GTPase"
N0.HOG0003829,439.4,2.02124,121.6,4.11008,GNPDA2,glucosamine-6-phosphate deaminase 2
N0.HOG0003830,1041,1.041,351,12.3903,GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1
N0.HOG0003831,862.4,1.03488,310.6,9.25588,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2
N0.HOG0003832,52.2,1.01268,22.8,2.18424,GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4
N0.HOG0003833,970.7,6.01834,313.3,17.76411,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1
N0.HOG0003834,256.8,1.00152,115.2,2.02752,COMMD8,COMM domain containing 8
N0.HOG0003835,1847.3,9.97542,684.7,37.86391,CORIN,"corin, serine peptidase"
N0.HOG0003836,1889.5,8.50275,603.5,5.5522,NFXL1,"nuclear transcription factor, X-box binding like 1"
N0.HOG0003837,1477.2,2.06808,556.8,18.54144,CNGA1,cyclic nucleotide gated channel subunit alpha 1
N0.HOG0003838,839.7,3.02292,387.3,8.1333,NIPAL1,NIPA like domain containing 1
N0.HOG0003839,990,5.049,396,6.0588,TXK,TXK tyrosine kinase
N0.HOG0003840,1373.8,2.0607,516.2,13.31796,TEC,tec protein tyrosine kinase
N0.HOG0003842,298.7,17.71291,70.3,8.81562,SLC10A4,solute carrier family 10 member 4
N0.HOG0003843,6269.1,8.14983,2715.9,60.29298,FRYL,FRY like transcription coactivator
N0.HOG0003844,442.2,1.9899,118.8,1.0098,OCIAD1,OCIA domain containing 1
N0.HOG0003845,1199.5,22.3107,507.5,12.2815,CWH43,cell wall biogenesis 43 C-terminal homolog
N0.HOG0003847,1199.5,26.50895,474.5,14.3299,LRRC66,leucine rich repeat containing 66
N0.HOG0003848,630.9,2.01888,260.1,11.41839,SGCB,sarcoglycan beta
N0.HOG0003849,446.9,37.36084,165.1,19.23415,SPATA18,spermatogenesis associated 18
N0.HOG0003850,416.5,0.9996,159.5,1.00485,USP46,ubiquitin specific peptidase 46
N0.HOG0003852,1324.4,5.03272,604.6,18.50076,SCFD2,sec1 family domain containing 2
N0.HOG0003853,997.7,1.9954,352.3,3.02978,FIP1L1,factor interacting with PAPOLA and CPSF1
N0.HOG0003854,1080.6,4.97076,488.4,13.33332,LNX1,ligand of numb-protein X 1
N0.HOG0003856,506.7,6.02973,123.3,2.02212,GSX2,GS homeobox 2
N0.HOG0003857,1700.5,4.93145,687.5,24.68125,PDGFRA,platelet derived growth factor receptor alpha
N0.HOG0003858,2061.9,5.97951,845.1,34.14204,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
N0.HOG0003859,1351.2,23.78112,508.8,27.67872,KDR,kinase insert domain receptor
N0.HOG0003860,405.7,1.98793,173.3,3.03275,TMEM165,transmembrane protein 165
N0.HOG0003861,1795.3,3.94966,613.7,16.38579,CLOCK,clock circadian regulator
N0.HOG0003863,1850.4,0.9252,783.6,19.43328,EXOC1,exocyst complex component 1
N0.HOG0003864,2314.1,9.02499,802.9,20.39366,CEP135,centrosomal protein 135
N0.HOG0003865,534.5,38.2702,167.5,23.919,NA,NA
N0.HOG0003866,1138.2,19.69086,382.8,16.11588,AASDH,aminoadipate-semialdehyde dehydrogenase
N0.HOG0003867,776.2,5.0453,249.8,4.04676,NA,NA
N0.HOG0003868,143.7,9.97278,69.3,1.5246,ARL9,ADP ribosylation factor like GTPase 9
N0.HOG0003869,927.8,6.0307,332.2,10.26498,FAM13A,family with sequence similarity 13 member A
N0.HOG0003870,1878.9,2.06679,893.1,14.20029,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3
N0.HOG0003871,300.4,2.01268,110.6,3.06362,NAP1L5,nucleosome assembly protein 1 like 5
N0.HOG0003873,1784.3,114.73049,654.7,73.65375,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
N0.HOG0003874,498.4,1.9936,188.6,3.03646,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K"
N0.HOG0003875,1293.6,5.04504,521.4,19.65678,PKD2,"polycystin 2, transient receptor potential cation channel"
N0.HOG0003876,479.1,7.09068,207.9,3.03534,SPP1,secreted phosphoprotein 1
N0.HOG0003877,627.2,6.02112,236.8,8.19328,IBSP,integrin binding sialoprotein
N0.HOG0003879,1324.4,22.24992,508.6,13.32532,SPARCL1,SPARC like 1
N0.HOG0003881,4274.9,17.52709,1662.1,42.54976,PTPN13,protein tyrosine phosphatase non-receptor type 13
N0.HOG0003882,693.8,9.22754,233.2,8.02208,MAPK10,mitogen-activated protein kinase 10
N0.HOG0003883,1489.5,1.93635,469.5,23.0055,ARHGAP24,Rho GTPase activating protein 24
N0.HOG0003884,7224.1,10.83615,3239.9,83.91341,WDFY3,WD repeat and FYVE domain containing 3
N0.HOG0003886,712.9,163.46797,211.1,115.74613,NKX6-1,NK6 homeobox 1
